,AHR,ALX4,AR,ARNT,ARNTL,ATF1,ATF2,ATF3,ATF4,ATF7,ATOH1,BACH1,BATF3,BCL11A,BCL2,BCL6,BHLHE40,BHLHE41,BRCA1,CCNT2,CDX1,CEBPA,CEBPB,CEBPD,CEBPG,CHD2,CLOCK,CREB1,CREB3L4,CREB5,CRX,CTCFL,CUX1,DDIT3,DLX5,DUX4,E2F1,E2F3,E2F4,E2F6,E2F7,EBF1,EGR1,EGR2,ELF1,ELF2,ELF3,ELF5,ELK1,ELK4,EP300,EPAS1,ESR1,ESR2,ESRRA,ESRRB,ETS1,ETS2,ETV3,ETV5,ETV6,EVX1,FLI1,FOS,FOSB,FOSL1,FOSL2,FOXA1,FOXA3,FOXB1,FOXC1,FOXC2,FOXD3,FOXF2,FOXG1,FOXH1,FOXJ2,FOXJ3,FOXK1,FOXK2,FOXL1,FOXL2,FOXM1,FOXO1,FOXO3,FOXO4,FOXO6,FOXP1,FOXP2,FOXP3,FOXP4,FOXS1,GABPA,GATA2,GATA3,GATA4,GFI1,GFI1B,GLI1,GLI3,GLIS1,GLIS3,GRHL2,GSC,HAND2,HDAC2,HEY1,HEY2,HEYL,HIF1A,HNF4A,HOXA1,HOXA10,HOXA11,HOXA5,HOXB13,HOXB9,HOXC10,HOXC11,HOXC13,HOXD13,HOXD9,HSF1,ID2,IRF1,IRF7,ISL1,JUN,JUNB,JUND,KLF1,KLF10,KLF11,KLF13,KLF16,KLF4,KLF5,KLF9,LEF1,LHX3,LHX4,LMX1B,MAF,MAFB,MAFF,MAFG,MAFK,MAX,MAZ,MEIS1,MEIS2,MEOX2,MGA,MLXIPL,MNT,MXD1,MXD4,MXI1,MYB,MYBL2,MYC,MYCN,MYOD1,NANOG,NFATC1,NFATC2,NFATC3,NFE2L2,NFIA,NFIB,NFIC,NFIX,NFKB1,NFKB2,NFYA,NFYB,NKX2-1,NKX2-2,NKX2-3,NKX3-2,NPAS2,NR1H2,NR1H3,NR1H4,NR2C1,NR2C2,NR2E1,NR2E3,NR2F1,NR2F2,NR2F6,NR3C1,NR3C2,NR4A1,NR4A2,NR4A3,NR5A1,NRF1,OTX2,PATZ1,PAX3,PAX6,PBX1,PBX2,PBX3,PGR,PHOX2A,PITX1,PITX2,PKNOX1,POU1F1,POU2F1,POU2F2,POU5F1,PPARA,PPARD,PPARG,PRDM1,PRDM10,PRDM14,PRDM15,RARA,RARB,RARG,RBPJ,REL,RELA,REST,RFX1,RFX2,RFX3,RFX5,RFX6,RORA,RUNX1,RUNX2,RUNX3,RXRA,RXRB,RXRG,SETDB1,SIN3A,SIRT6,SIX4,SIX5,SMAD2,SMAD3,SMAD4,SNAI2,SNAI3,SOX1,SOX13,SOX14,SOX2,SOX21,SOX3,SOX4,SOX5,SOX6,SOX8,SOX9,SP1,SP2,SP3,SPDEF,SPI1,SREBF1,SREBF2,SRF,SRY,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT6,TAL1,TBP,TBX2,TBX3,TCF12,TCF3,TCF4,TCF7L1,TCF7L2,TEAD1,TEAD2,TEAD4,TFAP2A,TFAP2B,TFAP2C,TFAP4,TFCP2L1,TFE3,TGIF1,TGIF2,THAP11,THRA,THRB,TLR4,TP53,TP63,TP73,TRIM28,USF1,USF2,VDR,WT1,XBP1,YY1,ZBTB33,ZEB1,ZEB2,ZFP42,ZIC2,ZIC3,ZKSCAN1,ZNF143,ZNF16,ZNF264,ZNF382,ZNF416,ZNF467,ZNF652,ZNF669,ZNF692
sample1,5.56803,0.0100691,0,5.20545,2.90176,5.19686,8.47116,2.20614,116.671,4.07894,0,5.95811,12.4562,1.43405,9.60287,0.0891294,21.8463,0.00146336,7.83944,4.4306,0,0.0853331,1.71681,0.637889,8.61097,13.133,2.15694,5.29715,3.58384,9.56997,0.00034552,0.0493479,7.93983,3.27543,0,0,11.5219,1.9581,34.6149,3.2141,4.04844,1.58443,0.384192,6.45985,11.8748,6.00425,0.139293,0.00319605,11.7588,7.07514,3.98818,0.167164,0.0145449,0.485177,12.1195,0,12.4411,1.18672,2.5842,2.38879,8.3362,0,10.5765,0.0218231,0.030107,0.718292,0.0941528,0.00494382,0.0428068,0,0.177325,0,0,0,0.0277912,0.0706447,1.5093,9.11208,2.08856,9.03425,0,0,9.47612,0.297747,0.557677,0.864518,0,0.069818,0.702786,0.0101745,1.00525,0,7.79719,0,0.0743804,0,3.6554,0,0.152896,0,0.00871666,0.0150959,0.0105184,0,0,3.23793,0.306483,0.0142095,0.00401459,22.1061,0,0.0244753,0.00215161,0,0,0,0.00468324,0,0,0,0,0.00311781,12.0725,13.5232,4.51646,37.3152,0,2.48408,38.7249,21.3467,0.052327,5.06005,0.063095,14.2194,2.52234,0.0153468,0.346766,0.333662,3.98349,0,0.114245,0,0,0.0018319,0.398806,3.22681,4.39849,22.8783,34.0421,0,6.07482,0,6.12476,0,1.03232,0.914769,5.49322,0.180366,4.50185,43.5273,64.4011,0,0,0.00617607,1.51374,1.88242,7.26208,7.83081,0,0.00368817,1.11447,0.0695071,16.9648,32.6642,4.42594,3.71038,0,0,0,0,0,14.999,0.776298,0,5.52907,4.19613,0,0.0210519,0.0239743,0.309335,5.91664,26.9692,0.0808452,0.788469,0.136768,0.241425,0.0292642,2.67249,0,6.8122,0,0.118574,0.00221547,5.89708,4.95015,0.00192541,0.00414043,0.119766,0,1.82821,0,2.40059,3.27116,0.828251,0.777489,1.89622,0,1.01994,1.41634,0,2.81809,4.04714,0.188121,1.17124,8.73754,10.5821,7.25913,6.48487,0.430368,0.753315,1.38851,29.6939,0,2.48056,1.44106,0.17721,10.538,3.02423,3.86846,0,6.84071,5.70944,6.34512,0.0160452,1.14685,6.23979,3.78759,5.80989,0,2.45098,0,0,0.0199882,0.00453804,0,0,11.1977,0.076349,0.0100426,0,2.45446,8.93369,0.528933,15.5369,0,8.72076,6.00079,20.5215,13.2023,0,100.156,16.7669,16.8363,2.16784,18.0223,23.0604,0,9.86431,0,0,13.3672,25.7921,5.42341,0.0229272,0.00653835,0.000567585,0.0404834,0.0394501,0.00672815,0.00502583,0,5.82101,0.0306579,5.7452,1.8277,14.2357,14.0348,0.253867,0,0.108839,24.3019,1.69156,5.7012,84.8946,24.8094,26.1801,0.830457,0,77.9656,18.6467,6.05931,6.04504,0.239159,0,0,0,3.08202,4.8644,1.61948,0,0.0780267,1.82661,0,1.57682,3.16557,4.94253
sample2,2.02803,0.00458236,0.00450109,8.72105,5.80298,9.10361,9.14416,4.84306,322.444,10.7006,0,3.79995,27.1953,1.85821,9.36744,0.105408,36.1585,0.0454331,8.28825,5.52086,0,0.0580549,4.09491,1.01878,11.2342,13.0686,2.02803,4.79126,5.30882,15.6223,0.00163967,0.191414,12.7063,5.49891,0,0,28.0241,6.08549,66.3225,3.73949,10.1149,2.02908,2.93644,10.2896,20.4902,6.45325,0.278445,0,15.2859,7.80746,8.37752,0.274376,0.0183279,0.769486,19.1795,0.0104687,26.0282,3.09683,3.74031,2.28398,13.23,0,18.415,0.0451459,0.086025,1.21024,0.287214,0.0130352,0.0282509,0,0.485699,0,0,0,0.121982,0.339038,3.32554,11.6108,4.38568,16.1736,0,0,18.3448,0.437731,0.744217,1.70503,0.0161662,0.021958,0.903065,0.119523,5.87702,0.0106253,8.80583,0.00195396,0.0519099,0,4.76772,0,0.427318,0,0.000347589,0.0256116,0.00530843,0,0,12.2966,0.286451,0.0437996,0,19.1109,0,0.0868502,0,0,0,0,0.032051,0,0.00321635,0,0,0,24.2136,34.0944,12.6353,54.0553,0,3.91333,84.748,59.0615,0.0842974,6.71213,0.0773308,22.5322,8.48249,0.060495,0.701975,0.473979,5.86522,0,0.152743,0,0,0,0.5704,7.99319,7.89086,41.6545,42.2197,0,7.20608,0,3.90403,0,2.26948,1.55063,10.1735,0.14376,8.12549,53.2869,86.5291,0,0,0.0185086,4.29348,3.43778,8.0412,12.8948,0,0,3.99692,0.148611,32.0504,53.8156,7.53777,5.91234,0,0,0,0.0336739,0,27.1507,1.31374,0,9.54211,5.24917,0,0,0.000527169,2.05468,9.63664,18.6028,0.0296197,2.00031,0.301992,0.447217,0.0361126,7.35281,0,9.95073,0,0.097517,0,23.661,8.36603,0,0.0534296,0.593562,0,3.53595,0,3.63343,16.0186,1.27602,1.27947,7.96753,0.00365287,1.29131,2.02405,0.0165155,5.78987,7.38299,0.0272887,3.43426,9.72013,12.1202,17.4548,5.33537,1.45488,1.32562,2.41383,36.7283,0,2.09623,2.75188,0.046363,38.3673,5.7421,11.1278,0,10.4143,9.28551,17.8045,0,3.15017,4.90687,8.92813,4.11385,0,3.54287,0,0,0,0.0330241,0,0,14.9222,0.083362,0.000417958,0,3.9596,9.66499,3.00665,12.5847,0,14.6184,13.3855,85.8458,30.5259,0,154.608,21.6252,25.8789,2.66509,22.0511,54.0492,0,13.6806,0,0,11.3894,53.7775,5.43524,0.114722,0.0425856,0.00105641,0.163257,0.06553,0.0212603,0.0342212,0,10.0154,0.0797927,9.40969,2.17133,23.066,18.1008,0.405299,0,0.0965332,29.8231,2.70596,10.6332,97.4163,28.5245,69.6566,1.53315,0.0351017,77.6761,18.0345,6.07675,8.04167,0.278648,0.000123964,0,0,6.24841,5.96869,2.50851,0,0.05268,1.77977,0.0113571,1.06843,2.43828,18.2301
sample3,4.29419,0.0073361,0.000268878,5.19328,3.03352,7.884,12.116,2.358,129.678,5.02772,0,7.69299,8.30915,1.1081,8.16348,0.0821148,13.9665,0.0183553,8.9415,4.84175,0,0.0216001,0.478584,0.0784292,8.23511,17.988,2.6325,6.54094,3.43599,11.6233,0.00233313,0.145586,6.54037,3.8961,0,0,8.44919,3.70487,21.2752,3.05852,5.53364,2.28851,0.347793,3.99326,17.5566,7.73926,0.105945,0,6.67396,12.4816,3.94076,0.0686058,0.00703672,0.408212,3.21634,0.00518589,18.2197,1.20219,3.15756,1.68494,8.63149,0,12.1586,0.0296776,0.0414042,0.405303,0.0974405,0.0077893,0.0270636,0,0.192659,0,0,0,0.0283307,0.0471331,0.986481,7.27496,1.92567,5.68601,0,0,7.98062,0.373306,0.523287,0.763757,0,0.0322879,0.527163,0.0197167,0.565066,0,9.07385,0.000918605,0.0397555,0,2.18579,0,0.129696,0,0.00891189,0.0154641,0.00821969,0,0,9.00587,0.167984,0.0207971,0.00339852,25.7221,0,0.00840676,0.00420531,0,0,0,0.0190152,0,0,0,0,0,3.81792,14.5497,8.11114,5.59961,0,0.687725,6.16737,7.05974,0.0296616,5.85461,0.0632278,12.7286,1.14132,0.0245578,0.562094,0.342097,3.55185,0,0.140535,0,0,0,0.280443,2.34522,1.27516,17.1288,23.4555,0.00281217,7.22879,0.00199185,8.94987,0,0.43018,0.692496,1.53164,0.278492,6.01587,20.048,28.1446,0,0,0.00441373,0.807415,1.36681,6.30954,11.2788,0.00174865,0.00300924,0.607986,0.0411422,22.1537,12.2395,4.46476,6.83849,0,0,0,0,0,4.68417,0.459708,0,5.76205,3.99851,0,0.0198244,0,0.568682,1.30704,32.0535,0.084663,0.307086,0.093239,0.153442,0.0155638,3.89526,0,3.49527,0,0.105627,0.00268297,6.94376,4.07179,0.000779912,0.0214796,0.0260283,0,1.79658,0.0179535,4.48455,3.34952,0.723106,0.924568,1.28126,0,0.88565,1.27597,0,1.78135,1.98668,0.228705,0.718492,8.51303,18.3494,3.87591,8.76063,0.10892,0.297168,2.28839,27.4448,0,2.80731,0.849224,0.0384762,6.68824,1.15924,2.63227,0,7.37497,4.93362,1.95819,0.00930476,0.47022,7.88377,3.23266,4.53758,0,0.712323,0,0,0,0.00322796,0,0,10.3136,0.0785832,0.00657525,0,1.77631,10.3865,0.478169,17.5446,0.00167997,2.14459,1.62946,14.4095,9.30949,0,94.5169,12.0453,15.5322,2.9339,7.31519,19.2013,0,5.06534,0,0,12.7472,10.3438,6.34386,0.0596733,0.00407491,0.00225594,0.0861005,0.0210627,0.0110852,0.00301178,0,2.65367,0.0301099,3.06719,1.44113,9.62712,5.60536,0.22457,0.00190064,0.123444,11.2945,2.12117,2.28974,31.7946,16.8047,15.7936,0.548145,0.00893437,48.2109,12.8955,9.80671,9.64322,0.240225,0,0,0,5.83359,5.98195,1.4878,0,0.184802,1.96255,0,2.02585,4.08151,3.39798
sample4,4.25755,0.000499677,0,11.8619,6.03054,14.0414,17.423,3.85125,296.55,13.2232,0,5.21425,8.19014,2.25277,10.441,0.144249,44.9245,0.0190303,16.1462,7.81535,0,0.0122622,0.208859,0.00802614,11.7343,22.5069,3.46182,9.09973,4.63271,28.4908,0,0.0528824,11.4752,5.99662,0,0,8.76424,10.1383,30.4441,4.89448,15.9026,3.34493,2.70881,8.16959,46.8844,9.36237,0.136026,0.00746105,17.5981,12.7764,14.6262,0.28039,0.00565431,0.277191,1.77526,0.00152483,52.7086,3.36989,3.99999,3.28408,17.9917,0,19.874,0.0217316,0.142448,1.20533,0.184717,0.0014623,0.00458279,0,0.544453,0,0,0,0.0315338,0.0287171,4.63603,18.6686,1.54679,7.48521,0,0,27.587,0.815326,1.09107,1.124,0.000770312,0.0427306,0.789832,0.0523577,1.96004,0,14.6463,0,0.0673966,0,3.69361,0.00991102,0.210344,0.0093441,0.00178772,0.0188267,0.00131283,0,0,19.7425,0.333092,0.00568624,0.0203682,45.8708,0,0.102507,0,0,0,0,0.00629193,0.0132009,0.00258106,0,0,0,3.65882,20.107,13.41,1.53159,0,0.935448,1.53206,13.9217,0.00866859,12.83,0.12,19.3696,1.13164,0.0355531,1.27412,0.599686,10.5832,0,0.22914,0,0,0.00489049,0.370081,4.73822,1.02968,33.3549,39.5452,0.0121693,14.1266,0.00216847,8.15537,0,0.95199,1.83827,1.11387,0.292059,12.6873,46.0034,55.9424,0,0,0.00249438,1.71509,7.48287,11.6389,28.417,0.00100189,0.0024689,2.3732,0.113508,41.2833,16.9901,11.0193,11.2534,0.00562557,0,0,0,0,3.23855,0.372134,0,8.39141,8.02219,0,0.0261181,0,2.84746,0.749426,40.2485,0.0105211,0.509735,0.549785,0.648025,0.00161043,5.45867,0,7.24686,0.00517682,0.0901784,0.000752034,22.5889,10.0878,0,0,0,0,3.90662,0,4.2738,13.162,0.714318,1.36669,3.21506,0.00923343,2.00073,2.39199,0,2.92962,2.94823,0.0396338,1.79154,19.2242,31.4357,12.9572,8.19152,0.220754,0.369812,2.89376,47.5879,0,2.97497,3.0264,0.0323208,27.7039,1.463,8.87869,0,13.7643,14.7058,0.979475,0.00226788,0.456236,8.14668,10.9097,5.33091,0,0.491307,0,0,0,0.0034877,0,0,15.4909,0.101373,0.00214669,0,3.87321,17.0399,4.02481,20.1248,0.00255275,2.433,1.73717,38.0967,18.3945,0,198.939,19.1055,26.4246,5.19861,17.1046,45.9004,0,12.8287,0,0,25.2739,9.19175,7.29543,0.0733005,0.0167843,0.00432286,0.0689398,0.0395141,0.0326044,0.022927,0,2.55961,0.0802262,6.75183,3.03139,20.1275,5.44144,0.586718,0.000750951,0.148301,44.4654,4.07345,2.84886,31.9131,23.436,23.7323,1.31111,0.0118168,87.5219,27.832,14.5496,16.8079,0.304071,0,0,0,9.43639,8.52071,2.87537,0,0.110311,2.71458,0,1.29241,4.35602,6.76258
sample5,1.10907,0,0,2.82603,1.22495,8.81242,10.5831,2.006,52.7846,16.3602,0,2.02487,4.56954,3.6893,1.55574,0.0237512,26.5979,0.00621779,4.156,2.8466,0,0,0.104412,0.0257296,3.53068,12.2096,1.01574,2.99195,7.05581,7.72734,0.00126747,0.0278339,1.46522,16.769,0,0,0.185381,3.10652,7.25921,1.94174,4.104,4.11588,1.27839,2.39826,21.929,5.41128,0.0198391,0,3.44077,6.38276,1.73853,0.00766586,0,0.155978,0.238947,0.00294494,8.24022,0.366077,0.497134,2.52826,6.51484,0,6.19791,0.0314936,0.0246578,0.286302,0.00906093,0,0,0,0.0789605,0,0,0,0.0927953,0.0237436,0.780883,6.0652,0.125272,1.27974,0,0,8.08962,0.431003,0.386429,0.0510109,0,0.0972596,0.551364,0.00260053,0.183498,0,4.84938,0,0.0770988,0,0.976025,0,0.0443717,0,0,0,0.00235078,0,0,7.09238,0.101453,0.0254864,0,9.82424,0,0.0529262,0,0,0,0,0,0,0,0,0,0,0.412528,51.2635,3.83662,1.49294,0,0.134902,0.466211,8.68756,0.0330283,7.08265,0.0175427,1.41857,0.00987135,0.00208706,0.573305,0.3175,3.32806,0,0.0175547,0,0.000807853,0,0.0203224,0.322012,0.0411539,17.7117,8.03086,0.0135848,3.52238,0,1.33022,0,0.081171,0.564721,0.0904958,0.166395,3.85928,2.70575,15.1963,0,0,0,0.595078,4.94243,3.72364,9.43024,0.000469527,0.00205363,0.411855,0.0286857,12.0495,0.21682,2.84015,13.1892,0,0,0,0,0,0.0519319,0.622279,0,2.15639,0.947578,0,0.0514656,0.00474791,1.43949,0.17369,24.6941,0.0556345,0.0167661,0.29529,0.0962362,0,2.36139,0,1.57168,0,0.116493,0.00276124,0.590236,3.61653,0,0,0.00658855,0,1.92971,0,1.043,1.93406,0.52936,0.334118,0.0540157,0.0178722,1.22663,0.441635,0,0.940146,0.038987,0.0137818,0.130515,10.2308,5.53953,2.48022,5.25885,0.0274475,0.0939588,1.09852,7.87221,0,0.944999,0.872839,0.269741,11.4445,0.184864,0.50486,0,2.91102,3.2346,0.0933654,0,0.026898,5.69995,3.67564,3.0605,0,0.0958054,0,0,0,0,0,0,91.5828,0.0267366,0.00159314,0,5.8814,4.48493,0.338616,6.66592,0,0.0420133,0.258724,0.811421,3.01182,0,51.7062,7.46286,11.5278,2.02744,7.38558,9.00953,0.00296064,16.7472,0,0,5.74168,1.2731,10.4079,0.0169525,0.0137169,0,0.0403939,0,0.0153119,0.00630601,0,0.0989164,0.0182532,2.10135,1.45668,17.0875,1.75884,0.00897089,0,0.0258745,34.8934,1.2463,0.226804,0.851662,3.40282,0.352013,0.248934,0.014277,26.1444,10.7854,2.94079,4.57466,0.0471447,0,0,0,1.75618,5.6404,1.58728,0,0.0845601,0.958052,0,0.852836,2.83506,1.64741
sample6,1.15651,0,0,7.15529,1.15631,7.14422,9.81822,1.51114,87.6117,13.2235,0,2.15381,3.00861,2.33895,2.37881,0.0209848,15.2951,0.013274,7.03005,3.44699,0,0.0031322,0.230613,0.0653432,4.40377,13.5564,1.02149,3.33841,4.8425,5.91974,0.000927088,0.0407262,1.35742,16.9971,0,0,0.695333,3.14952,6.22428,1.92739,3.1804,2.72064,1.66111,2.58028,34.0662,3.04647,0.0403556,0.0052966,4.14576,3.12562,1.85764,0.0257852,0.00737051,0.163104,0.352592,0.0031215,12.5062,0.508747,0.270533,2.14446,3.6159,0,6.93764,0.0123723,0.0390711,0.289646,0.00366667,0,0.0116274,0,0.139545,0,0,0,0.0903162,0.0755489,1.12881,5.06339,0.094525,1.70257,0.00147452,0,7.9149,0.280932,0.412179,0.0251681,0,0.038622,0.647546,0.00568045,0.19183,0,5.57562,0,0.154971,0,0.970859,0.000715937,0.0600734,0.000421323,0,0.0123378,0.000205426,0,0,11.1763,0.180675,0.00430131,0.00581965,11.2857,0,0.0140171,0,0,0.00429792,0,0,0.000848123,0.00183567,0,0,0,1.00966,43.4699,4.88629,4.48793,0,0.173958,0.999334,7.6191,0.022648,7.39875,0.0463663,1.70888,0.0847951,0.00875581,0.449575,0.282884,3.17518,0,0.00407997,0,0,0.0023346,0.107601,0.553075,0.135019,8.8899,8.64119,0.0203204,4.29555,0,2.17755,0,0.106954,0.582631,0.164987,0.18401,4.81778,3.91747,18.1399,0,0,0.000196159,0.977784,2.02882,4.71706,12.32,0.000206812,0.00321115,0.289849,0.00464778,16.9561,0.315219,2.82641,11.4298,0,0,0,0,0,0.627196,0.619909,0,3.24921,1.23332,0,0.0325839,0.00456547,1.69275,0.381728,16.9593,0.00584835,0.101073,0.248505,0.184118,0.00226814,1.76334,0,1.55648,0.00227329,0.0911153,0.0018591,0.47115,4.51024,0.0000959,0,0,0,2.25364,0.00317104,0.611463,3.10369,0.930335,0.284189,0.138619,0.00812315,1.10355,0.439732,0,0.656798,0.0483142,0.028762,0.238052,8.73428,3.30538,4.54581,2.34361,0.0603109,0.0809562,1.12707,5.64184,0,0.560744,0.424291,0.0809501,9.7278,0.52275,0.829863,0,2.89782,5.28573,0.225271,0,0.047484,4.90649,3.93886,2.90067,0.000781846,0.145971,0,0,0,0.00168628,0,0,36.231,0.0627444,0.00145936,0,2.55761,2.80977,0.521842,6.65293,0.00257104,0.0328025,0.52139,1.03723,4.51851,0,59.5844,7.10232,8.79121,3.95492,9.36612,6.36855,0.00134718,12.5089,0,0,6.20221,2.5943,7.39121,0.00636698,0.0147075,0.00110676,0.0414645,0.00538284,0.00609676,0.00304373,0.00111101,0.138371,0.00787006,1.58684,1.4116,8.28402,3.38503,0.0325324,0,0.0737483,38.381,1.36072,0.362729,3.80358,9.75658,0.897679,0.365417,0.0128405,29.6984,14.8128,3.99408,7.05075,0.0673951,0,0,0.000659641,2.27549,9.00202,1.35362,0,0.0714104,0.772358,0,0.582714,2.81844,3.27383
sample7,0.131205,0.00177854,0.00723573,0.0744729,0.233292,1.00393,0.176929,1.13391,3.67511,0.458738,0.00727824,0.185073,0.128224,0.0354127,0.576698,0.0267775,0.839457,0.0378839,0.277316,0.151641,0.040696,0.101231,0.672651,0.303061,0.140608,0.873242,0.0467653,0.285191,0.200209,0.200615,0.0747319,7.71177,0.159347,0.145031,0.0157273,0,0.270599,0.218996,0.194808,0.248341,0.0549162,0.0397451,0.160555,3.81082,0.178235,0.238709,0.0103032,0,0.0371612,0.490086,0.12186,0.0702043,0.00955818,0.331816,0.168258,0.0123227,0.118916,0.0931562,0.29715,0.00577666,0.156189,0.773969,0.130433,1.04794,0.341982,0.318271,0.0223661,0.00429919,0.00403023,0.259815,0.040497,0.0313467,0.0144288,0.234607,0.00077021,0.00359228,0.0581668,0.0307082,0.203609,0.0736511,0.134638,0.00586646,0.0658895,0.0107876,0.0218103,0.0161961,0.0251655,0.0206819,0.0767899,0.00173329,0.122202,0,0.0311365,0.011938,0.0100397,0.00840135,0.033964,0.0072016,0.00575407,0.00398069,0.0622803,0.0112523,0.00368623,0.0748568,0.00816293,0.0470363,0.025446,0.00291088,0.00431317,0.943367,0.000963085,0.00848572,0.00733816,0.00117342,0.00743515,0.0509343,0.00162203,0.0163979,0.00995983,0.00218593,0.0103729,0.0188034,0.577673,8.87731,0.116883,0.485569,0.000394534,0.412448,1.77012,1.08272,0.342535,0.170818,0.00162397,0.312087,0.0659379,0.00723685,0.0232662,0.0627414,0.191806,0.0181055,0,0.00300521,0.0126279,0.00533623,0.0891182,0.0566713,0.054765,0.337875,0.549404,0.0402527,0.389969,0.0417643,0.117727,0.00357269,0.0762523,0.155882,0.0447586,0.0214652,0.0346372,0.349569,1.22571,0.0083264,0.0277994,0.00749774,0.331413,0.0481285,0.137252,0.332666,0.00586683,0.00426725,0.0931722,0.166525,0.238336,0.933061,0.265216,0.0583798,0.0474091,0.0520756,0.479299,0.00849964,0.0058188,0.326233,0.0785366,0,0.0592857,0.06034,0.016528,0.0331132,0.0104848,0.113989,0.219793,0.258503,0.0307231,0.056773,0.0024439,0.138779,0.0067289,0.0855629,0.191668,0.20434,0.0032791,0.0113085,0.00670871,0.113761,0.126368,0.00140325,0.0296143,0.0377653,0.0180865,0.0626753,0.00329403,0.113063,0.0670696,0.211993,0.0486312,0.523784,0.00254735,0.128764,0.00318196,0.00453353,0.24654,0.140613,0.0100309,0.0624458,0.216046,0.142728,0.208928,0.12527,0.0163261,0.0405525,0.0305267,0.15608,0.00672553,0.0271212,0.27184,0.019994,0.205988,0.0557703,0.0546188,0.00482877,0.0942209,0.062999,0.127786,0.00464455,0.224723,0.0477117,26.5059,0.133471,0.00751831,0.0696931,0.00749924,0.00264029,0.00329534,0.0132982,0.0176155,0.017503,0.690001,0.00222536,0.0221017,0.0176398,0.443387,0.0558778,0.0747966,0.507171,0.0136599,0.211457,0.155008,0.343598,0.16315,0,0.737974,0.380167,0.37163,0.283301,0.222944,0.183238,0.0504383,1.32233,0.00897481,0.029479,6.01067,0.281119,0.11528,0.0148123,0.0128867,0.0046518,0.0320407,0.0517684,0.0664135,0.00488707,0.00763827,0.0648544,0.00910526,0.0584576,0.311229,0.165127,0.269706,0.0197867,0.00279239,0.174789,0.210989,0.0361281,0.255941,0.443548,1.69627,0.152756,0.00616881,0.0752279,0.320669,0.241216,0.104019,0.268348,0.0610231,0,0.0293204,0.00188863,0.301613,0.0663179,0.0355861,0,0.00266791,0.0170407,0.00798606,0.0151134,0.0998938,0.233822
sample8,0.0117223,0.429412,0,7.51273,0.324238,10.4196,11.1038,6.93709,148.244,4.9441,0,10.8746,1.29561,0,0.541169,0.320997,17.5638,0,11.8348,3.73123,0,0.26283,18.9511,6.7802,14.7413,12.7009,1.59471,2.21456,3.76813,0.523357,0,61.1395,12.2966,33.6102,0,0,8.22724,5.3054,46.4119,7.78147,2.2094,0.0153934,9.36043,0.0499276,6.0446,9.98632,0.0102583,0,17.0424,2.46355,2.72573,0.866642,0.0347867,0.929463,34.942,4.24888,0.0471622,5.38042,2.83988,4.47138,1.4451,0,0,3.58512,0.256852,6.8931,0.674388,0.525076,3.19545,0,0,0.00541091,0.30332,0,0.604677,3.42394,1.47719,7.80743,4.77956,16.5847,0,5.35378,5.84956,0.089734,2.95679,5.42743,0.0146227,3.07517,0,0.0140073,1.36074,0,7.57148,34.8555,0.00279112,0.0196164,0.192247,20.8871,0.155253,0,0,0.0427391,0.000904947,0,2.70751,7.54478,1.83013,0.00636445,0.108635,6.17147,0.00636554,0.0278074,0,0,0,0,35.4849,0.0202693,0,0.09467,0,0,21.7506,2.91384,0.692423,2.01523,0,11.1436,36.8982,61.6342,85.1874,4.08593,3.08613,2.0585,7.76536,0.0959614,0.140695,4.04976,5.7363,0.0118968,0.12292,0,0.0261683,0.00250576,3.47826,11.2379,5.69236,20.1084,99.7278,1.54113,5.77162,0,8.5368,0.823148,1.61208,3.10878,3.58884,4.46332,37.5786,56.1882,112.106,0,0,0,1.43041,1.28982,15.5806,13.4553,2.20681,0.342185,2.39094,2.09148,3.43265,6.03062,4.54407,3.49594,0,0,0,0.234287,0,22.4354,3.79078,0,6.42985,3.97311,0,0,0,2.47317,54.8707,6.06893,0.0319207,0.468968,0.35769,0.0120501,0.0166153,3.57392,0,2.3925,0,0.533754,0.0414282,19.356,0.329078,0.36341,0.0295771,23.0212,0.00522967,1.6938,0,2.22417,0.0675291,0.19676,0.423708,2.28697,0,0.0992703,1.81325,0,2.59165,4.77374,0.196583,0.974117,5.59192,1.41841,10.6198,5.69764,1.1422,3.21563,0.406089,8.97204,0,0.0440748,7.1384,0.183419,0.0762558,3.28916,6.92434,0,7.40877,6.45719,10.4835,1.68257,2.17415,3.13587,3.80045,3.9031,0,1.8521,0,0.00202316,0,0,0.0069278,0,0.025501,3.41097,0.769819,0,0,10.9604,0.863922,12.2924,0.0192323,11.2287,14.854,12.4809,12.3787,0,9.87873,6.69188,24.5302,0.00310657,103.786,5.58239,21.6781,17.5872,0,0.0845239,14.2165,36.8849,2.03579,0.00336403,0.0943683,2.0551,5.67739,8.78982,0.0255233,0,0,11.7752,0.218102,7.48958,13.334,6.86041,16.9451,8.0606,1.2089,0,0.77241,0.190514,0.238525,165.842,24.5842,30.4755,0.984457,7.68045,56.5507,34.5423,5.63167,1.18182,12.9735,0.0369025,1.54692,0,4.82011,5.51873,1.30935,0,0.0120832,0.402393,1.29918,1.54333,3.97628,10.8422
